Non Retail Food Processing Establishment License,134
Catering Establishment License,133
Cabaret License,133
VACANT APARTMENT,132
Altercation on School Property,130
ER4 City Agency (Inst. Recycling),129
Failure to Post Calorie Information,129
Water Meter Stolen/Missing - Other (CLO),129
Strip Paving,128
Required Signage Not Posted,125
WiFi/Internet Not Working/Slow,125
Flower Planters,125
Equipment Complaint,124
Certificate of No Harassment or Exemption - SRO,122
Animal Grooming License,121
Accident - Construction/Plumbing,121
Ticket Scalping,120
Summer Heat - English,119
Bracket Arm Bent,119
Real Property Tax Assessment/Correction,118
On Structure,118
In Post Base,118
Dogs or Cats Sold,117
Snow Removal,117
In Conduit,117
"Smoking Signs - ""No Smoking"" Signs Not Observed on Construction Site",117
Plate Missing/Moved-Exposing Hole (WF4),116
Locksmith License,116
The ABCs of Housing - Russian,115
Ready NY - Spanish - Pocket Size,114
Control Panel Damaged,114
Lost Property,114
"Air: Soot, Other (Use Comments) (AB4)",114
Ready NY - Reference Card,112
Controller Flasher,112
Deck Inspection,112
Wood Pole Leaning,110
Licensed Home Improvement Contractor Bumper Sticker,109
Cleanliness,109
Other Agency Charge,109
Homeless Issue,108
Suspension Process,108
Seasonal Food Cart Vendor Permit,104
Vesting Inspection,104
Damaged Leg or Pole Bent,104
Illegal Dumping,103
Transfer,102
Lack of Supplies,100
Locksmith Apprentice License,99
Hurricane Preparedness - Russian,99
Homebound Senior,98
Application Portability,98
Garage or Parking Lot License,98
Ready NY- Pandemic Flu,98
Bees/Wasps - Private Property,97
Broken Water Fountain,96
Sidewalk Pull Box Co,96
General Vendor Distributor License,96
Honorary,95
Removing Flowers/Plants,95
Decorative Necklace Lighting,94
Broken Fence,93
In Person - Not Reflected,93
Restrooms,93
Laundry License,93
Damaged or Leaking Roof,93
"Clear Water With Organisms (Insects, Worms) (QE2)",91
Bird Bath,91
Damaged or Missing Ad Box,91
New Automatic Public Toilet Request,91
Waterway-Sewage (IHA),91
Box Cover,90
Promotion/Grad Requirements,90
Housing Quality Standards (HQS) Inspections FAQs - English,89
Sidewalk Caf̩,88
Registration,88
Workplace - 10 or Less Staff,88
EFT or Online Payment Problem,87
Detector Sensor,87
Plants- Noise Related Problems (PN1),86
"Asbestos, Other (Use Comments) (BZ)",86
Jewelry,86
Scrap Metal Processor License,86
Beach/Pool/Sauna Unpermitted,85
Electronics Store License,82
Recurring after SOAP *FOR DEP INTERNAL USE ONLY* (SRAS),82
High Pressure to Take on Loan/Debt,81
Unauthorized Climbing,81
Sign Blocked by Tree,81
Emergency Notice,80
Personal Exemptions,80
Announcements,78
Reflector/Louvre,77
Tow Truck Company License,77
Electronics and Home Appliance Service Dealer License,74
9 Spill/Oil etc,72
Physical Punishment,72
Noise: Loud Music/Daytime (Mark Date And Time) (NN1),72
Asbestos,71
Leaky Roof,71
Media Inquiries,70
Turn Signal,69
Use of Newly Seeded Lawn,68
Relocation of Muni Meter,68
Personal Injury,67
Hurricane Preparedness - Chinese,67
General Vendor Waiting List Application,67
Complaint,66
Wood Pole Damaged,66
Child Safety/Supervision,65
DRY WEATHER DISCHARGE - DWD,65
Plate Condition - Anti-Skid,64
Ready NY - Businesses,63
Co-op or Condo Abatement,63
Unauthorized Film Shoot,63
Misleading Appraisal,63
Telco Connection Blk,63
"Dirt, Litter, Debris - Lot",62
Going Out of Business Sale License,61
Wood Pole Wires Exposed,61
Waterway-Color (IHD),61
Auctioneer License,60
Laundry Jobber License,60
Home Improvement Program (HIP) Loan,59
Citywide Procurement,59
Facility Maint./Cleanliness,59
Ready NY - Businesses - English,59
Animal Boarding License,59
Business Opportunities/RFPs,59
Ferret,59
Pawn Broker License,59
Certificate of No Harassment - Zoning,58
Absent,58
Accident - Cranes/Derricks/Suspension Scaffold,58
Time Switch,57
Notice of Housing Code Enforcement Issues,56
Bilingual Program,56
No Consent Form,56
Ver Message Sign,55
Commercial 421G Exemption,55
Ready NY My Emergency Plan - Traditional Chinese,55
Concrete Barrier,54
FOIL Request - Request for Records,54
Do Not Block the Box,54
Waterway-Floatables (IHC),53
Warning Buzzer,53
Transducer-Loop,52
Dogs or Cats Not Sold,51
American Flag,50
Debt Collection Agency License,50
Disruptive Passenger,50
Inattentive,50
Ready NY - Seniors and Disabled - Audio Cassette,49
Ready NY - Russian - Full Size,48
Wrong Amount Paid or Withdrawn,47
Ready NY - Small and Mid-Sized Companies,46
Ready NY - Seniors and Disabled - Spanish,46
No Idling,46
Contamination Risk,46
Inaccurate Meter,45
Ready NY My Emergency Plan - Russian,45
Pet Store - New License,45
Fountain - Under 5 Gallons,45
Injury/Safety,45
Summer Heat - Spanish,45
Ped Visor,44
Public Area,44
Sightseeing Bus License,43
RAIN GARDEN DEBRIS (SRGDBR),43
Milk Not Pasteurized,42
Blocking Sidewalk,42
Elevator In (Fdny) Readiness - None,41
Lane Control Signal,41
Milk Expired,40
Ready NY - English - 2007 Guide,40
Damaged Toilet/Sink,40
Scale Inaccurate,39
Lack of Safety Equipment,39
Broken Lock,39
Altercation off School Property,39
Wood Pole Knocked Down,38
Unrequested Services Provided,37
Ready NY - Chinese Traditional - Full Size,37
Temporary Tattoo License,36
Sign Defect - Lot,36
Flooded,35
Condulet Cover,35
Book/Stationery,33
Iguana,33
MICROWAVE,33
Plate Noisy/Sunken/Raised (WF5),32
"Air: Open Fire, Construction/Demolition (AC4)",32
"Air: Open Fire, Residential (AC1)",32
Commercial Government Exemption,31
Relocation of Parking Meter,31
OUTLET COVER,31
Documents/Paperwork Missing,31
The ABCs of Housing - Arabic,30
Time Insufficient,30
Ready NY My Emergency Plan - Haitian Creole,30
Loan Brochures,29
Non-Compliance w/Lightweight Materials,29
Unsanitary Condition,29
Ill Staff,28
Winter Health and Safety Tips Guide,28
Portable Amusement Ride License,28
Taste,28
Special Education,28
Academic Intervention Services,27
Death Certificate Before 1949 Order Form,27
Executive,26
Broken Window,26
General Counsel,26
Damaged Door,26
Ready NY - Haitian Creole - Full Size,25
Beach/Pool Closure,25
Demolition Notification Received,25
Graffiti/Dirty Condition,25
Dumpster - Causing Damage,24
Touchscreen/Button Not Working,24
Fallen Debris from Tunnel,24
No or Defective Headphones,24
Poison Ivy,24
Ready NY - Seniors and Disabled - Chinese,23
Private Carting,23
Bikes in Buildings,22
Pothole - Tunnel,22
Amusement Arcade License,22
Toy Gun Sale,21
Interruption of Essential Services Notice,21
Ready NY - Chinese Traditional - Pocket Size,21
Documents Not Returned,21
Stop Temporary,21
Ready NY - Russian - Pocket Size,21
Neighborhood Entrepreneurs Program (NEP) Guide,21
Hydrant Defect,20
Cellar Door New,20
Facility Unregistered,20
Gaming Cafe License,20
"Dirt, Litter, Debris - Garage",20
"Air: Open Fire, Commercial (AC2)",20
EEO,19
Suspected Street Cut,19
Monkey,19
Auction House License,19
Ready NY - Chinese Simplified - Full Size,19
Traffic Camera,19
Special Events,19
Public Event Seating,19
Accessing Medical Care,18
Information Technology,18
Exposure Unnecessary,18
Sports Equipment,18
Extra Parts,18
Compressed Air License,18
Dealer in Devices for Disabled License,18
Missing Complaint Sign,18
Inhalation Therapy Purveyor License,18
Musical Instrument,18
Exposure from Nearby Facility,18
Sodium Warning,18
Wood Pole Missing,18
Birth Certificate Before 1910 Order Form,18
Animal Training License,18
School Choice/Transfer,18
Check Lost or Not Received,18
The ABCs of Housing - Korean,18
Retail Laundry License Application,18
Broken/Defective,18
Blank Out Matrix Sgn,17
Ready NY - Arabic - Full Size,17
The ABCs of Housing - Haitian Creole,17
Hurricane Preparedness - Arabic,17
Facility General,17
Sample Suspected Gas Leak Notice,16
Summer School,16
Hurricane Preparedness - Italian,16
Non-Compliance w/TTPN 1/00 - Vertical Enlargements,16
Real Estate Services,16
Permanent Amusement Device License,16
Equipment Malfunction,16
Article 8A Loan Program,15
Ready NY - Seniors and Disabled - Russian,15
Payment Made to Wrong BBL,15
Pedicab Driver,15
Pool or Billiard Hall License,15
Lighting - Garage,15
Marriage Certificate Order Form,15
Storm Recovery Loan Program - Information Sheet,15
Tour Bus License,15
Hurricane Preparedness - Haitian Creole,15
Temporary Amusement Device License,14
Shisha,14
Messenger,14
Small Buildings Loan Program,14
Swimming Pool/Waterfront,14
Lane Station,14
Electronic Sign - Portable,13
Color,13
Labor Violation,13
Flavored Tobacco,13
Advance Fee,13
Secondhand Dealer Firearms License,13
Sediment,13
Technician Unlicensed,13
Status of Completed Waiver,13
Illness/Injury,13
Material Stored Improperly,13
Wireless Antenna,13
No Statement of Job Conditions,12
Gifted and Talented,12
Accident/Explosion - Boiler,12
ER9 FOAM VIOL. RETAILER,12
Ready NY - Pets - Spanish,12
Too Few on Duty,12
Zoning and Land Use Questions/Information,11
Tie Rods,11
City Planning Commission,11
Not Certified,11
User Unlicensed,11
Horse Drawn Carriage Driver License,11
Sign Defect - Garage,11
Hangers,11
Sales Promotion,11
Pedestrian Sign,10
Wind,10
Hurricane Preparedness - Korean,10
Stores and Vendors,10
Ready NY - Korean - Full Size,10
Fleet,10
Overexposure During Treatment,10
Marine Flasher,10
Facilities Management,10
Ready NY - Businesses - Chinese,9
Shelter for Homeless Animals License,9
Routine Inspection,9
Wireless,9
Tax Commission Rules,9
Ready NY My Emergency Plan - Italian,8
Conflict Monitor,8
"BUILDING COLLAPSE/FIRE, (ASBESTOS RELATED) *FOR DEP INTERNAL USE ONLY* (HH2)",8
Dumpster - Bulk Household,8
Food/Food Worker,8
Ready NY - Businesses - Spanish,8
Hurricane Preparedness - Yiddish,8
HOUSING QUALITY STANDARDS,8
High Pressure Sales,8
Equipment Maintenance,8
Cigarette Vending Machine,8
No Bill of Rights,8
ABANDONED APARTMENT UNIT,8
Motion Picture Operator License,8
Ready NY My Emergency Plan - Korean,8
Dust Cover,8
Det-Sens Cabinet,8
Advice Request,8
Electronics,8
Expressway Sign,8
Minor Access,8
Commercial DAMP Exemption,8
Night Auctioneer License,8
Property Value,8
Asbestos Project Notification (B2),7
Failure to Comply with Annual Crane Inspection,7
Summer Heat - Chinese,7
Lead Other (Use Comments) (L2),7
Personal Crime Victim or Good Samaritan Exemption,7
Loan Offer,7
Open Excavation (WZZ2),7
"Lead, Outdoor (HJ2)",6
Voluntary,6
Horse Stable License,6
Property Misclassification,6
Spanish Transaction,6
Booting Company License,6
MCI Abatement,6
Genealogy Research Application,6
High Interest Loan,6
Capital Construction,6
Bicycle Access Waiver Request - Elevator Safety,6
Tutoring,6
Fiscal and Business Management,6
Ready NY - French - Full Size,6
Ready NY - Seniors and Disabled - Braille for the Blind,6
Bag,5
Mssg Sign Multi Lamp,5
Property Misclassified,5
Summer Heat - Haitian Creole,5
Scale Dealer or Repairer License,5
"Building Collapse/Fire, (Asbestos Related) (HH1)",5
Hurricane Preparedness - Polish,5
Infant Formula License,5
Tobacco Retail Dealer License Application,5
RAIN GARDEN FLOODING (SRGFLD),5
Participation Loan Program (PLP),5
Personal Military Relief Exemption,5
Ready NY - Pets - Chinese,5
Pre-Kindergarten,5
Tutoring (SES),5
DAMAGE STRUCTURE/RAILING (SRGDM),5
Other Health Matters,5
Home Instruction,5
Horse Drawn Carriage Owner License,5
Equipment Not Safe,4
Minor Present School Hours,4
Fire Alarm Lamp Dayburning,4
Energy,4
Summer Heat - Korean,4
Non-Disclosure of Ownership,4
Health Instruction in School,4
Fire Alarm Lamp Cycling,4
421A Exemption,4
RPIE - Filing and Technical Issues,4
Annual Report,4
Child or Minor Tanning,4
Crack Sealing,4
ERV FOAM VIOL. FOOD VENDOR,4
Housing Quality Standards (HQS) Inspections FAQs - Spanish,4
Business Tax,4
Communications/Intergovernmental,4
Mental Health,3
Rodent Bite - PCS Only,3
Special Agency Projects/Initiatives,3
Ready NY - Polish - Full Size,3
Injury or Illness from Tanning,3
Coax Cable,3
NO WATER (WNW),3
Unincorporated Business Tax - Return Filing,3
Reselling Tickets of Admission License,3
SCRIE Initial Application,3
Highway Sign Lighting Repair,3
Dead End Sign,3
Summer Heat - Russian,3
Not Primary Residence,3
Fixture(S),3
Hurricane Preparedness - Urdu,3
Tow Truck Exemption License,3
Plan Compliance Inspection,3
"Swimming Pool, Illegal Filling - Private Residence (CER)",3
FENCING,3
Cancellation/Closure without Notice,3
DRIE,3
Guide Rail,3
Pathogens License,3
Storage Warehouse License,3
Animals/Other,3
Ready NY My Emergency Plan - Polish,2
Dry weather discharge (DWD),2
Non-Public Schools,2
Marine Fixture,2
Seizure of Funds,2
Excise Taxes-Other,2
EXPY Sign Reflector,2
Weight Reducing Group License,2
RTMS,2
Disclosure Not Provided,2
EXPY Fixture,2
Incorrect Address,2
ER7 Rechargeable Battery (Retailer),2
Red Lt Camera Feed,2
Projects,2
"Lead, Indoor (HJ1)",2
Defective Hydrant,2
Marine Globe,2
Appeals Division,2
Lien Sale,2
Home Schooling,2
SCRIE Application Denial,2
TAL 2 Wheelchair,2
About NYC Opportunity,2
Excise Taxes-Refund,2
EXPY Lamp,2
Graffiti - Tunnel,2
SCRIE Miscellaneous,2
Inspection Requests/Complaints,2
Satisfaction with Provider,2
RPIE,2
Language Access Coordinator,2
Green Roof or Solar Panel Exemption,2
Ethernet Cable,2
Indoor Air Complaint (HK1),2
SCRIE Application Appeal,2
Other Water Problem,2
Commercial ICP or ICAP Exemption,2
Assault on Parks Employee,1
Industrial Laundry Delivery License Application,1
A Tenant's Guide to DRIE,1
Service line termination *FOR DEP INTERNAL USE ONLY* (WSLT),1
General Business Tax - Refund,1
SOAP segment *FOR DEP INTERNAL USE ONLY* (SOAP)  Recurring after SOAP *FOR DEP INTERNAL USE ONLY* (SRAS),1
Damaged/Leaking Roof,1
Lighting/Electrical,1
Excise Taxes-Audit,1
General Business Tax - Other,1
License Violation,1
Damaged/Missing Ad Box,1
Commercial Exemptions,1
Information,1
Taste/Odor - Musty/Stale,1
EZ PASS READER,1
NYC.gov Web Site,1
Construction Before/After Hours - For DEP Internal Use Only,1
Hydrant Running Full,1
Commercial Rent Tax-Other,1
General Business Tax - Return filing,1
Birth/Death Certificates,1
BWSO Referral To Water Quality (For DEP Internal Use Only),1
Explosive/Weapons of Mass Destruction,1
Turtle Less Than 4 Inches,1
Chemical Odor,1
Air Conditioner/Ventilation Equipment,1
Facility Complaint,1
Permission to Publish Contract,1
Emergency Asbestos Response Inspection,1
Budget,1
Marine Lamp,1
General Business Tax- Audit,1
Defective Streetlight,1
RPIE-2011-A,1
Mapping Information,1
Cable Television,1
Supervisory,1
Abandoned,1
EXPY Sign Fixt Cover,1
Natural Gas Leak,1
Commercial Rent Tax- Refund,1
Child Care Information,1
Fire Alarm Lamp Dim,1
Storage of Unsafe Chemical,1
ALJ Division,1
Running Hydrant,1
Det-Sens Amplifier,1
Obtaining Health Insurance,1
SCRIE Application Renewal,1
Unspecified,1
Leaking Hydrant,1
Ready NY - Pets - Russian,1
Ready NY - Urdu - Full Size,1
Inhalation Therapy Supervising Technician License,1
Unincorporated Business Tax - Other,1
Building Information/Construction History,1
Unincorporated Business Tax - Refund,1
Employment Agency Manager License,1
SCHE Initial Application - Polish,1
